title,cuisine,ingredients,clean_ings_str,url,img_src
Hearty Breakfast Muffins,Bread,"2  carrots, shredded, 2  bananas, mashed, 1  zucchini, shredded, ¼ cup vegetable oil, ¼ cup yogurt, 2  eggs, 1 cup whole wheat flour, 1 ½ teaspoons baking soda, ½ cup packed brown sugar, ½ cup rolled oats, ½ cup shredded coconut, ½ cup chopped pecans, ½ cup dried cherries, 1 teaspoon ground cinnamon, 1 teaspoon salt, ½ teaspoon ground ginger",carrot shredded banana mashed zucchini shredded vegetable oil yogurt egg whole wheat flour teaspoon baking soda packed brown sugar rolled oat shredded coconut pecan dried cherry ground cinnamon salt ground ginger,https://www.allrecipes.com/recipe/231643/hearty-breakfast-muffins/,https://www.allrecipes.com/thmb/NDB8nUta9ypFnDk_z5N-0qx4LwE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7399706-hearty-breakfast-muffins-den-den-4x3-1-883a377549ad401597990e4f405d9515.jpg
Bob's Stuffed Banana Peppers,Cuisine,"8  banana peppers, 2 tablespoons butter, ½ cup chopped onion, ½ cup chopped celery, 1 (28 ounce) can crushed tomatoes, 1 (8 ounce) can tomato sauce, 2 cloves garlic, minced, 2 ½ teaspoons salt, divided, 1 teaspoon dried basil, 1 teaspoon dried oregano, ½ teaspoon ground black pepper, divided, ½ cup grated Parmesan cheese, 1 large egg, 1 teaspoon Worcestershire sauce, 1 pound hot Italian sausage, 1 pound mild Italian sausage, 1 ½ cups bread crumbs",banana pepper tablespoon butter onion celery crushed tomato tomato sauce clove garlic teaspoon salt divided dried basil dried oregano ground black pepper divided grated parmesan cheese egg worcestershire sauce hot italian sausage mild italian sausage cup bread crumb,https://www.allrecipes.com/recipe/23074/bobs-stuffed-banana-peppers/,https://www.allrecipes.com/thmb/eLnIkpjhk2ZiYlLBwcnOm0M44sk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/105546-9d6a9f756d1a4189b87e9a06973edc76.jpg
Easy Kids' Recipe for Fluffy Banana Cookies,Desserts,"2  ripe bananas, mashed, or more to taste, 1 ½ cups all-purpose flour, ½ cup white sugar, or more to taste, ¼ cup butter, melted, ¼ cup chopped walnuts (Optional), 1  egg, 1 teaspoon baking soda, ¼ teaspoon salt, 1 tablespoon white sugar",ripe banana mashed cup purpose flour white sugar butter melted walnut optional egg baking soda salt white sugar,https://www.allrecipes.com/recipe/258838/easy-kids-recipe-for-fluffy-banana-cookies/,https://www.allrecipes.com/thmb/gQNz6ueIcUjLdOHYLeY5D8Oe61s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5416225-7bec631fefb7493395bc541d649bc96a.jpg
Easy Mango Banana Smoothie,Drinks Recipes,"2  mangos - peeled, seeded, and sliced, 2  bananas, 2 cups vanilla yogurt, 2 cups milk",mango peeled seeded banana cup vanilla yogurt cup milk,https://www.allrecipes.com/recipe/231851/easy-mango-banana-smoothie/,https://www.allrecipes.com/thmb/kxoD3dghe_cR58zI2pccBfAe-Dk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6236089-780238d875594b00871a5cbbd37a8a36.jpg
Strawberry Banana Protein Smoothie,Breakfast and Brunch,"1 ¼ cups sliced fresh strawberries, 1  banana, 10  whole almonds, 2 tablespoons water, 1 cup ice cubes, 3 tablespoons chocolate flavored protein powder",cup strawberry banana whole almond tablespoon water ice cube tablespoon chocolate flavored protein powder,https://www.allrecipes.com/recipe/160708/strawberry-banana-protein-smoothie/,https://www.allrecipes.com/thmb/OO3ZPO_khw2J0PLTojgOY6bM4T8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/404644-strawberry-banana-protein-smoothie-Alberta-Rose-4x3-1-8c15bbb36b964fe3a3fda4a52f5cd546.jpg
Baked Banana Chips,Appetizers and Snacks,"2  just-ripe bananas, sliced in 1/10-inch-thick rounds, or more as needed, 1 teaspoon lemon juice, or to taste",ripe banana inch thick round needed lemon juice,https://www.allrecipes.com/recipe/261342/baked-banana-chips/,https://www.allrecipes.com/thmb/oku5II_Qq44jrHy3xNvd4hmTvk8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4577553-a46106cf85c44818872e34ccf241fbda.jpg
Porridge,Breakfast and Brunch,"2 ½ cups water, 1 cup rolled oats, 1 tablespoon white sugar, 1 teaspoon salt, 2  bananas, sliced, 1 pinch ground cinnamon, ½ cup cold milk (Optional)",cup water rolled oat white sugar salt banana ground cinnamon cold milk optional,https://www.allrecipes.com/recipe/73155/porridge/,https://www.allrecipes.com/thmb/iSRth631r0KKaOK6b0Apu-h-lVw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Porridge-2000-17e03710414c47319d080ba4e72b6d74.jpg
Brown Sugar Banana Bread,Breakfast and Brunch,"4  ripe bananas, cut into chunks, 1 ¼ cups light brown sugar, ½ cup butter, softened, 1  egg, 1 teaspoon cinnamon, 1 teaspoon vanilla extract, ¼ cup whole milk, 2 cups all-purpose flour, ½ teaspoon baking soda, 1 teaspoon baking powder, ½ teaspoon kosher salt",ripe banana cut chunk cup light brown sugar butter softened egg cinnamon vanilla extract whole milk cup purpose flour baking soda baking powder kosher salt,https://www.allrecipes.com/recipe/214581/brown-sugar-banana-bread/,https://www.allrecipes.com/thmb/3pf8yq4S9miY7dA1fg1m0kgbSgE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7843571-d8fee443115d437b88c2242cfa85d17a.jpg
Hummingbird Cake,Desserts,"3 cups all-purpose flour, 2 cups white sugar, 1 teaspoon baking soda, 1 teaspoon salt, 2 cups mashed bananas, 1 ½ cups canola oil, 1 cup chopped black walnuts, 1 (8 ounce) can crushed pineapple, drained, 3 large eggs",cup purpose flour cup white sugar baking soda salt cup mashed banana cup canola oil black walnut crushed pineapple drained egg,https://www.allrecipes.com/recipe/15750/hummingbird-cake/,https://www.allrecipes.com/thmb/OaZzSPGafAyhxtW4vFmP1mP6buQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9235106-hummingbird-cake-Danielle-K.-1x1-1-c854bd818da74bd0a0b11f456db8b4d6.jpg
Clean Banana Oat Cookies,Breakfast and Brunch,"2  bananas, mashed, ¼ cup milk, 1 large egg, beaten, 1 teaspoon honey, ½ teaspoon vanilla extract, 1 cup rolled oats, or as needed, 1 teaspoon ground cinnamon, ½ teaspoon baking powder, ⅛ teaspoon salt",banana mashed milk egg beaten honey vanilla extract rolled oat needed ground cinnamon baking powder salt,https://www.allrecipes.com/recipe/254832/clean-banana-oat-cookies/,https://www.allrecipes.com/thmb/_MvmtpkIScwqPk3eyIJzIb_Te1Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5046807-ec2948bea4034d68ac88bac04e9b8e8d.jpg
Quick Banana Milkshake (Ice Cream Free),Drinks Recipes,"3  ice cubes, 1 cup milk, 1  banana, 1 tablespoon white sugar, or to taste, 1 pinch ground cinnamon",ice cube milk banana white sugar ground cinnamon,https://www.allrecipes.com/recipe/231180/quick-banana-milkshake-ice-cream-free/,https://www.allrecipes.com/thmb/ZZYTaR6pAEhEngIV1LWT4zpJ_vM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/231180-Quick-Banana-Milkshake-4x3-0412-a0d3b2f7ed424e30b034f2843db909c8.jpg
Banana Bran Muffins,Bread,"½ cup butter, softened, ½ cup brown sugar, 3  bananas, mashed, 2 large eggs, ¼ cup milk, 1 teaspoon vanilla extract, 1 ½ cups all-purpose flour, ½ cup wheat bran, 1 teaspoon baking powder, 1 teaspoon baking soda, ¼ teaspoon salt, ½ cup chopped walnuts",butter softened brown sugar banana mashed egg milk vanilla extract cup purpose flour wheat bran baking powder baking soda salt walnut,https://www.allrecipes.com/recipe/16666/banana-bran-muffins/,https://www.allrecipes.com/thmb/NR8GlWNGGLY01mTcehtqqHlk0XI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12745-b4c7e337fa5c43168aa902872c9eda93.jpg
Strawberry Orange Banana Smoothie,Drinks Recipes,"1 cup fresh strawberries, ¾ cup orange juice, 1  ripe banana, 1 cup ice cubes, or as needed",strawberry orange juice ripe banana ice cube needed,https://www.allrecipes.com/recipe/215163/strawberry-orange-banana-smoothie/,https://www.allrecipes.com/thmb/Hu0ENnOtLbhzskFxtlsEkkPoDNg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3926318-ee7aaacd2b3244b1a1efcc57361b32b7.jpg
Banana Loaf,Bread,"1 cup white sugar, ½ cup butter, 2 large eggs, 3  ripe bananas, mashed, 2 cups all-purpose flour, 1 teaspoon baking soda, 1 teaspoon baking powder, ½ teaspoon salt, ½ cup chopped walnuts",white sugar butter egg ripe banana mashed cup purpose flour baking soda baking powder salt walnut,https://www.allrecipes.com/recipe/20739/banana-loaf/,https://www.allrecipes.com/thmb/3ruV69dtvwAHkao2dwtru-Lqr3k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7719251-f5382cbe4d0e441b9a08d06b39bf2b70.jpg
Southern-Style Baked Banana Pudding,Desserts,4 large eggs,egg,https://www.allrecipes.com/recipe/273495/southern-style-baked-banana-pudding/,https://www.allrecipes.com/thmb/SEkb_44NRSc_Zh4nESXO8CUMQdE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6623667-2000-548a1942751744f8bdb0f2b11672decd.jpg
Healthy Chocolate Smoothie,Breakfast and Brunch,"2  very ripe bananas, 1 cup milk, 6  ice cubes, 1 ½ tablespoons unsweetened cocoa powder, 1 tablespoon peanut butter, 1 teaspoon vanilla extract",ripe banana milk ice cube tablespoon unsweetened cocoa powder peanut butter vanilla extract,https://www.allrecipes.com/recipe/245061/healthy-chocolate-smoothie/,https://www.allrecipes.com/thmb/MMSiRIHhQhOeYGV-cFsMnlCP4XM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8001597-2c200d7af80d4b06a73c488b9b2ab507.jpg
Simple Banana Bread,Breakfast and Brunch,"  cooking spray, 2 cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon salt, 4  ripe bananas, mashed, 2 large eggs, ⅔ cup white sugar, ½ cup chopped walnuts",cooking spray cup purpose flour baking powder salt ripe banana mashed egg white sugar walnut,https://www.allrecipes.com/recipe/6757/simple-banana-bread/,https://www.allrecipes.com/thmb/pGSN9TrqJfJYofPPTTrY2vRsELI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/22083-7cf2c096660d4a93ae4bf3d165856a4c.jpg
Overnight Chia Oats,Breakfast and Brunch,"1 cup Almond Breeze Vanilla almondmilk, ½ cup rolled oats, ½ medium banana, mashed, 1 tablespoon chia seeds",almond breeze vanilla almondmilk rolled oat banana mashed chia seed,https://www.allrecipes.com/recipe/269573/overnight-chia-oats/,https://www.allrecipes.com/thmb/UnP45A7nDnzABq-beIqBcFj7VZE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6133237-b84e3ecbc97341e981755ec3272ba0c1.jpg
Easy Banana Brownies,Desserts,"½ cup unsalted butter, ⅔ cup semisweet chocolate chips, 1 large egg, ⅔ cup packed light brown sugar, 1 small ripe banana, mashed, ½ teaspoon vanilla extract, ¼ teaspoon salt, ¾ cup all-purpose flour",unsalted butter semisweet chocolate chip egg packed light brown sugar ripe banana mashed vanilla extract salt purpose flour,https://www.allrecipes.com/recipe/159329/easy-banana-brownies/,https://www.allrecipes.com/thmb/H5nzfDG35L3tjNlrOFMuxkw40bs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/image-19-05ba2b9217524df68170aeefc0542fbb.jpg
Easy Banana Loaf Cake,Desserts,"1 ½ cups all-purpose flour, 1 cup white sugar, ¼ cup butter, softened, 1 teaspoon vanilla extract, 1 teaspoon baking soda, ½ teaspoon baking powder, 1  egg, 3  very ripe bananas",cup purpose flour white sugar butter softened vanilla extract baking soda baking powder egg ripe banana,https://www.allrecipes.com/recipe/8301/banana-loaf-cake-i/,https://www.allrecipes.com/thmb/tOnJ_K6hrz_eCsbjxMfqaTp_nqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2825960-66b289d647724dd49c0bd44e55f39b56.jpg
Cream Cheese Banana Bread,Bread,  cooking spray,cooking spray,https://www.allrecipes.com/recipe/256401/cream-cheese-banana-bread/,https://www.allrecipes.com/thmb/70I3xZ5bbrp2l4AF9KdkSuYuWSA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6870264-12731ffc558d4a84a6957ca5268d733a.jpg
Kiwi Jam,Side Dish,"24  kiwis, peeled and mashed, ¾ cup pineapple juice, ¼ cup fresh lemon juice, 3  apples, unpeeled and halved, 4 cups white sugar",kiwi peeled mashed pineapple juice lemon juice apple unpeeled halved cup white sugar,https://www.allrecipes.com/recipe/25904/kiwi-jam/,https://www.allrecipes.com/thmb/wZkswMEvXpHVgApgcA5bJh6eV1I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7240854-9aeae1f7fa554d2888e6bab514d00978.jpg
Kiwi Banana Apple Smoothie,Breakfast and Brunch,"1  apple, roughly chopped, 1  banana, broken into chunks, 2  kiwifruit, peeled, 1 ¼ cups milk, ¼ cup ice, or as desired, 2 teaspoons chia seeds, 1 teaspoon maca powder",apple roughly banana broken chunk kiwifruit peeled cup milk ice desired teaspoon chia seed maca powder,https://www.allrecipes.com/recipe/241259/kiwi-banana-apple-smoothie/,https://www.allrecipes.com/thmb/CUNeLy0kkRn7CY4aJ4nHDGVnmXE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2053849-4448554278ac406e834c768adcc328f3.jpg
PHILADELPHIA® Fruit Pizza,Desserts,"1 (16.5 ounce) package refrigerated sliceable sugar cookies, sliced, 1 (8 ounce) package PHILADELPHIA Cream Cheese, softened, ¼ cup sugar, ½ teaspoon vanilla, 4 cups assorted cut-up fruit (kiwi, strawberries, blueberries, drained canned mandarin oranges), ¼ cup apricot preserves, pressed through sieve to remove lumps, 1 tablespoon water",refrigerated sliceable sugar cooky philadelphia cream cheese softened sugar vanilla cup assorted cut fruit kiwi strawberry blueberry drained canned mandarin orange apricot preserve pressed sieve remove lump water,https://www.allrecipes.com/recipe/136145/philadelphia-fruit-pizza/,https://www.allrecipes.com/thmb/T6TShEbBFgrhBloa0FAIRILF0lc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6678575-042e87d4167e49d5aa346bc145694080.jpg
Fruit Pizza Even Better,Desserts,"  butter-flavored cooking spray, 2 cups all-purpose flour, ½ cup confectioners' sugar, 1 cup cold butter, 1 (8 ounce) package cream cheese, softened, ⅓ cup white sugar, 1 teaspoon almond extract, 2 cups sliced fresh strawberries, 1 cup fresh blueberries, 1  kiwi, peeled and sliced, 1 cup unsweetened pineapple juice, ½ cup white sugar, 2 tablespoons cornstarch, 1 teaspoon lemon juice",butter flavored cooking spray cup purpose flour confectioner sugar cold butter cream cheese softened white sugar almond extract cup strawberry blueberry kiwi peeled unsweetened pineapple juice white sugar tablespoon cornstarch lemon juice,https://www.allrecipes.com/recipe/228837/fruit-pizza-even-better/,https://www.allrecipes.com/thmb/ap1hP0ErQBVF1FjNFMxjIENPpy4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/999063-ce0dbe7140c947fdabcb30d249903eb0.jpg
Fresh Fruit Tart with Mascarpone,Desserts,"2 cups all-purpose flour, 1 cup butter, softened, ½ cup white sugar",cup purpose flour butter softened white sugar,https://www.allrecipes.com/recipe/273048/fresh-fruit-tart-with-mascarpone/,https://www.allrecipes.com/thmb/UZyuCXyWRAGl8lXW-pJjjsnc2II=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4520854-1c7bb16a86124f80bc7a17c9f16535e0.jpg
Poblano and Ground Pork Tacos,Main Dishes,"1  red onion, halved and thinly sliced, 1  Roma tomato, seeded and finely chopped, 1  ripe kiwi, diced, 1  lime, quartered, divided, 2 tablespoons chopped cilantro, divided,   salt and ground black pepper to taste, 4 tablespoons sour cream,   olive oil, 1  poblano pepper - cored, seeded, and finely chopped, 10 ounces ground pork, 1 tablespoon Mexican seasoning, 2 tablespoons chicken stock, 1 tablespoon tomato paste, 6  flour tortillas",red onion halved thinly rom tomato seeded finely ripe kiwi lime quartered divided tablespoon cilantro divided salt ground black pepper tablespoon sour cream olive oil poblano pepper cored seeded finely ounce ground pork mexican seasoning tablespoon chicken stock tomato paste flour tortilla,https://www.allrecipes.com/recipe/269743/poblano-and-ground-pork-tacos/,https://www.allrecipes.com/thmb/6jz6UEL93r0cTdI2vQFvPIDgoOU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4950514-eb821f67d9fe4041ac9642221f16a53e.jpg
"Strawberry, Kiwi, and Spinach Salad",Salad,"2 tablespoons raspberry vinegar, 2 ½ tablespoons raspberry jam, ⅓ cup vegetable oil, 8 cups spinach, rinsed and torn into bite-size pieces, ½ cup chopped walnuts, 8  strawberries, quartered, 2  kiwis, peeled and sliced",tablespoon raspberry vinegar tablespoon raspberry jam vegetable oil cup spinach rinsed torn bite size piece walnut strawberry quartered kiwi peeled,https://www.allrecipes.com/recipe/14170/strawberry-kiwi-and-spinach-salad/,https://www.allrecipes.com/thmb/noCikQK0EEJeNober4J8JZMb31o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/804091-a876b3a3f66f4e49bcdf87bb4f949982.jpg
Supreme Green Smoothie,Trusted Brands: Recipes and Tips,"2 cups Almond Breeze Hint of Honey almondmilk, 1 cup green grapes, 2 cups packed baby kale, 1 large kiwi fruit, peeled and chopped, 1 (10 ounce) package frozen pineapple chunks",cup almond breeze hint honey almondmilk green grape cup packed baby kale kiwi fruit peeled pineapple chunk,https://www.allrecipes.com/recipe/269576/supreme-green-smoothie/,https://www.allrecipes.com/thmb/USNp5SAYHIBq89xMPAWDhr49Khw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6106325-449c495a815247baa7652f3f118b6867.jpg
Furutsu Sando (Fruit Sandwiches),Desserts,"½ cup heavy whipping cream, 1 tablespoon powdered sugar, ½ teaspoon vanilla extract, 4 slices Japanese milk bread, crusts removed, ½ cup sliced strawberries, ½ cup peeled sliced kiwi , ½ cup mandarin orange segments, ½ cup halved seedless grapes",heavy whipping cream powdered sugar vanilla extract slice japanese milk bread crust removed strawberry peeled kiwi mandarin orange segment halved seedless grape,https://www.allrecipes.com/recipe/284500/furutsu-sando-fruit-sandwiches/,https://www.allrecipes.com/thmb/S5bvZ7F3wyYFqxMIOJfQuxuiR7o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9214505-0c0bd68836114bdb95c59278170c9716.jpg
Tropical Kiwi Ice Pops,Desserts,"1 (14 ounce) can coconut milk, 3 tablespoons white sugar, 1 (8 ounce) can crushed pineapple, 1  banana, chopped, 1 cup chopped kiwi fruit",coconut milk tablespoon white sugar crushed pineapple banana kiwi fruit,https://www.allrecipes.com/recipe/237750/tropical-kiwi-ice-pops/,https://www.allrecipes.com/thmb/FjFd3RhYLVPUFmsZ27sV1LywXn8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1133530-ff0676b3736541e3a610a676c740983f.jpg
Kiwi-Lime Pork Ribs,Meat and Poultry,"2  kiwis, peeled and sliced, ½ cup white sugar, 2 tablespoons cider vinegar, 2 tablespoons lime juice, 2 tablespoons salt, 2 tablespoons chili powder, 2 tablespoons cornstarch, 1 clove garlic, minced, 1 (3 pound) package country-style pork ribs",kiwi peeled white sugar tablespoon cider vinegar tablespoon lime juice tablespoon salt tablespoon chili powder tablespoon cornstarch garlic country style pork rib,https://www.allrecipes.com/recipe/221315/kiwi-lime-pork-ribs/,https://www.allrecipes.com/thmb/V9cf-5iJl1x4jlSFInJjJ4LKXt8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/873242-356a51fffb8e423b8200ca73168de42b.jpg
