title,cuisine,ingredients,clean_ings_str,url,img_src
Arugula-Fig Salad with Creamy Gorgonzola,Salad,"¼ cup extra-virgin olive oil, 2 tablespoons lemon juice, 1 tablespoon orange blossom water, or more to taste, 1 tablespoon orange juice, 1 teaspoon grated orange zest",extra virgin olive oil tablespoon lemon juice orange blossom water orange juice grated orange zest,https://www.allrecipes.com/recipe/280567/arugula-fig-salad-with-creamy-gorgonzola/,https://www.allrecipes.com/thmb/y_CbtM8oeMsVXsP7NpZyjVmorzE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8163234-aa79a0116b2740c790f507d7f6424e52.jpg
Sweet and Spicy Fig Compote,Appetizers and Snacks,"1 cup sliced dried figs, 1 cup red wine, ¼ cup white sugar, 1 tablespoon honey, 1 teaspoon red pepper flakes, or to taste, 1 pinch salt",dried fig red wine white sugar honey red pepper flake salt,https://www.allrecipes.com/recipe/230512/sweet-and-spicy-fig-compote/,https://www.allrecipes.com/thmb/n0mjE3Li4XKAJ25mIrKc_CbXjuc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1087434-2161480a2be34e4e8f8d7b9cbc9f6d3d.jpg
Slow Cooker Cranberry Fig Pork,Main Dishes,"4 (4 ounce) pork chops, 1 cup frozen cranberries, 3  canned figs, 1/4 cup juice reserved, ½ cup apple juice, 2 tablespoons brown sugar, ¼ teaspoon salt, ¼ teaspoon ground black pepper, ¼ teaspoon dried rosemary",pork chop cranberry canned fig juice reserved apple juice tablespoon brown sugar salt ground black pepper dried rosemary,https://www.allrecipes.com/recipe/234391/slow-cooker-cranberry-fig-pork/,https://www.allrecipes.com/thmb/zPfWRxCUcjGXu6ZNl7ul5sT-wP8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5755321-3c11a31edbe342c6bd5946429cd6eed9.jpg
Dolce Pesca (Sweet Peaches),Cuisine,"4  fresh figs, ½ cup pine nuts, 4  peaches, halved and pitted, ¼ cup white sugar, 1 cup white wine, ½ cup brandy",fig pine nut peach halved pitted white sugar white wine brandy,https://www.allrecipes.com/recipe/172369/dolce-pesca-sweet-peaches/,https://www.allrecipes.com/thmb/I6bMZjrkSaarENOXcUlHwzh19GE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5706410-6ce11585d82c4447b47f12c65fa80ad4.jpg
Simple Cantaloupe Smoothie,Drinks Recipes,"1 cup vanilla yogurt (such as Dannon® Light and Fit®), ½ cup orange juice, ½ cup sliced cantaloupe, 4  ice cubes, crushed, or as needed",vanilla yogurt dannon light fit orange juice cantaloupe ice cube crushed needed,https://www.allrecipes.com/recipe/238339/simple-cantaloupe-smoothie/,https://www.allrecipes.com/thmb/q3ceS6BCGDtgXIXkhnUxwtC32lk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1221609-2f1489bc6ec24e39842465b25a76ee23.jpg
Watermelon Lemonade,Drinks Recipes,"½ cup white sugar, ½ cup water, 4 cups cubed watermelon, 3 cups cold water, ½ cup fresh lemon juice, 6 cups ice cubes",white sugar water cup cubed watermelon cup cold water lemon juice cup ice cube,https://www.allrecipes.com/recipe/214907/watermelon-lemonade/,https://www.allrecipes.com/thmb/dHYnyYMUTxMV9WdPklmbJU7I7jc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/877592-dc01b2f67e2d4ee5b9816366bdfa258a.jpg
Watermelon Ice Pops,Desserts,"1 ½ cups watermelon, seeded and diced, ½ cup water, 1 tablespoon honey, 1 tablespoon fresh lemon juice, 1 tablespoon white sugar",cup watermelon seeded water honey lemon juice white sugar,https://www.allrecipes.com/recipe/242400/watermelon-ice-pops/,https://www.allrecipes.com/thmb/zRShDuxEmqnlNukwYY1OW5eIxqk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2271994-f8cedbf0cf16402d9e5319fa84bb982c.jpg
Tomato Watermelon Salad,Salad,"1 large seedless watermelon, cut into 1-inch cubes, 4  tomatoes, cut into 1-inch dice, 1 cup crumbled feta cheese, 1 large sweet onion, thinly sliced, 12  mint leaves, sliced thinly, ¼ cup olive oil, 2 tablespoons white balsamic vinegar, 1 pinch coarse salt, or to taste, 1 pinch ground black pepper, or to taste",seedless watermelon cut inch cube tomato cut inch dice crumbled feta cheese sweet onion thinly mint leaf thinly olive oil tablespoon white balsamic vinegar coarse salt ground black pepper,https://www.allrecipes.com/recipe/228277/tomato-watermelon-salad/,https://www.allrecipes.com/thmb/dbBA9tBVoOQ-E47hgnlowAMRuk8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1020663-f4488803c5c745ed967140f051d0adb3.jpg
Melon Smoothie,Drinks Recipes,"¼  cantaloupe - peeled, seeded and cubed, ¼  honeydew melon - peeled, seeded and cubed, 1  lime, juiced, 2 tablespoons sugar",cantaloupe peeled seeded cubed honeydew melon peeled seeded cubed lime juiced tablespoon sugar,https://www.allrecipes.com/recipe/32450/melon-smoothie/,https://www.allrecipes.com/thmb/fYxUu453NnTl5dAZlweMmvFPLrM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/14238-3677ab96cf16492b8e21311e73edd729.jpg
Watermelon Milkshake,Drinks Recipes,"1 ½ cups diced watermelon, 2 ¼ cups milk, 2 teaspoons white sugar",cup watermelon cup milk teaspoon white sugar,https://www.allrecipes.com/recipe/215579/watermelon-milkshake/,https://www.allrecipes.com/thmb/V6D_OFJ-7s5q6o8HgHa2DDEoO-E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/687260-4d95ba38deaa4581b073d186f2fd4be6.jpg
Simple Watermelon Sorbet,Desserts,"1 cup white sugar, ½ cup water, ¼ cup lemon juice, 3 cups cubed seeded watermelon",white sugar water lemon juice cup cubed seeded watermelon,https://www.allrecipes.com/recipe/233892/simple-watermelon-sorbet/,https://www.allrecipes.com/thmb/tY30a7BmWIEBqk7H82ic38rp35o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1264832-a17068dcae944e46998e9354d21387a8.jpg
Refreshing Cucumber Watermelon Salad,Salad,"1 small red onion, halved and sliced into thin half-moons, 2 tablespoons lime juice, or more to taste, 2 tablespoons extra-virgin olive oil, 1  seedless watermelon, cut into cubes, 3  baby cucumbers, seeded and cut into cubes, 1 cup crumbled feta cheese, ½ cup mint leaves, sliced thinly",red onion halved thin half moon tablespoon lime juice tablespoon extra virgin olive oil seedless watermelon cut cube baby cucumber seeded cut cube crumbled feta cheese mint leaf thinly,https://www.allrecipes.com/recipe/222728/refreshing-cucumber-watermelon-salad/,https://www.allrecipes.com/thmb/HZOCddZET_a5p2izXu58DStrLJE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2254698-820b1dca6223417293be5de41939c331.jpg
Refreshing Watermelon Salad,Salad,"3 tablespoons lime juice, 1 cup sliced red onion, cut lengthwise, 15 cups cubed watermelon, 3 cups cubed English cucumber, 1 (8 ounce) package feta cheese, crumbled, ½ cup chopped fresh cilantro,   cracked black pepper,   sea salt",tablespoon lime juice red onion cut lengthwise cup cubed watermelon cup cubed english cucumber feta cheese crumbled cilantro cracked black pepper sea salt,https://www.allrecipes.com/recipe/111853/refreshing-watermelon-salad/,https://www.allrecipes.com/thmb/KG-Q563UA5d3alIiuUxtXRfQDqA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/671056-refreshing-watermelon-salad-CookinBug-1x1-1-d9cdf304db2e4ee795fba3c9b386e8a1.jpg
Watermelon Basil Salad,Salad,"¼ cup basil leaves, 4 cups 1/2-inch cubes watermelon, 2 teaspoons lemon juice, ¼ teaspoon kosher salt, ¼ teaspoon chili powder",basil leaf cup inch cube watermelon teaspoon lemon juice kosher salt chili powder,https://www.allrecipes.com/recipe/254422/watermelon-basil-salad/,https://www.allrecipes.com/thmb/lybhw9bf7NUlpajZiHxRaRPInkM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3730421-8e9a007e2efb4548a011d4d5400e0eb6.jpg
Spicy Watermelon,Salad,"¼ teaspoon ground cumin, ¼ teaspoon ground coriander, ¼ teaspoon chili powder, ¼ teaspoon salt, ⅛ teaspoon cayenne pepper, 2 cups cubed seeded watermelon, ½  lime, juiced",ground cumin ground coriander chili powder salt cayenne pepper cup cubed seeded watermelon lime juiced,https://www.allrecipes.com/recipe/233285/spicy-watermelon/,https://www.allrecipes.com/thmb/_y4JbVUzJ8sWCLCcMahAoV9t-ug=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2367355-d2e13329525b4dd798711a7e2a2ed64f.jpg
Watermelon Sherbet,Desserts,"4 cups diced seedless watermelon, 1 cup white sugar, 3 tablespoons lemon juice, 1 dash salt, ¼ cup cold water, 1 (.25 ounce) envelope unflavored gelatin, 1 cup chilled heavy cream",cup seedless watermelon white sugar tablespoon lemon juice salt cold water envelope unflavored gelatin chilled heavy cream,https://www.allrecipes.com/recipe/215568/watermelon-sherbet/,https://www.allrecipes.com/thmb/tIU40YfHl4Zv1NjdMjdzJc3sdRE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1112242-c2b96926ee984d95b7735c523de2903a.jpg
Watermelon Caprese Appetizer,Appetizers and Snacks,"3 sprigs fresh basil, stems removed, 1 small watermelon, fruit removed with a melon baller, 1 (8 ounce) package fresh mozzarella cheese, cut into small pieces, 2 tablespoons olive oil, 2 tablespoons balsamic vinegar,   salt and ground black pepper to taste",sprig basil stem removed watermelon fruit removed melon baller mozzarella cheese cut piece tablespoon olive oil tablespoon balsamic vinegar salt ground black pepper,https://www.allrecipes.com/recipe/254419/watermelon-caprese-appetizer/,https://www.allrecipes.com/thmb/BZOAS40NMe-SJRCCej8IYd57mVE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5472582-864b7d797f494eb1998ccf461277edae.jpg
Watermelon Soup,"Soups, Stews and Chili Recipes","4 cups cubed seeded watermelon, 2 tablespoons lemon juice, 1 tablespoon chopped fresh mint, 1 tablespoon honey",cup cubed seeded watermelon tablespoon lemon juice mint honey,https://www.allrecipes.com/recipe/228229/watermelon-soup/,https://www.allrecipes.com/thmb/6t6q-UzMXIz-SB3Lb8sVWeK3LtQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/869962-71aaac6737c44265ac4885e6049701a5.jpg
Watermelon and Feta Salad with Arugula and Spinach,Salad,"3 tablespoons extra-virgin olive oil, 2 teaspoons white balsamic vinegar, ½ teaspoon kosher salt, 2 cups arugula, 2 cups baby spinach leaves, 1 cup thinly sliced red onion, 1 cup grape tomatoes, halved, ½ cup crumbled feta cheese, 2 cups bite sized watermelon chunks",tablespoon extra virgin olive oil teaspoon white balsamic vinegar kosher salt cup arugula cup baby spinach leaf thinly red onion grape tomato halved crumbled feta cheese cup bite sized watermelon chunk,https://www.allrecipes.com/recipe/218557/watermelon-and-feta-salad-with-arugula-and-spinach/,https://www.allrecipes.com/thmb/f3o0ja2Omkq2n_DJRsb0ybajqP4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/826523-0d28ff081bc545d1b7098a4ceb3a524d.jpg
Watermelon Feta Salad,Salad,"3 tablespoons olive oil, 2 teaspoons white balsamic vinegar, ½ teaspoon kosher salt, 8 ounces grape tomatoes, halved, 3 cups arugula, 1 cup sliced red onion, 2 pounds watermelon, cubed, 4 ounces feta cheese, cut into 1/4-inch cubes",tablespoon olive oil teaspoon white balsamic vinegar kosher salt ounce grape tomato halved cup arugula red onion pound watermelon cubed ounce feta cheese cut inch cube,https://www.allrecipes.com/recipe/215044/watermelon-feta-salad/,https://www.allrecipes.com/thmb/Cy2GfFn1GdlsFhkX5m4funEP-J8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/watermelon-feta-salad-france-c-4x3-1-2000-9fce019e8ca24116b29835f41ac8fb1f.jpg
Jewel's Watermelon Margaritas,Drinks Recipes,"½ cup white sugar, ½ cup water, 3 strips orange zest, 2 cups cubed seeded watermelon, ¾ cup white tequila, ¼ cup lime juice, 1 pinch salt or sugar for rimming glasses, 1  lime, cut into wedges, 2 cups crushed ice, or as needed",white sugar water strip orange zest cup cubed seeded watermelon white tequila lime juice salt sugar rimming glass lime cut wedge cup crushed ice needed,https://www.allrecipes.com/recipe/221229/jewels-watermelon-margaritas/,https://www.allrecipes.com/thmb/yEqFh1NVWXwNk9qDR75NTakpkeo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5622224-jewels-watermelon-margaritas-France-C-1x1-1-19836febede04bba8be68cd0c7802d73.jpg
Watermelon Preserves,Side Dish,"2 pounds watermelon, 3 cups white sugar, 3  lemons - rinsed, sliced and seeded",pound watermelon cup white sugar lemon rinsed seeded,https://www.allrecipes.com/recipe/35899/watermelon-preserves/,https://www.allrecipes.com/thmb/JIfNJImDNXnC69pVa_8KmG8Unjc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/35684-0a210f2403b9436da483905a3e1b3ccd.jpg
Herb Watermelon Feta Salad,Salad,"½ large chilled seedless watermelon, cut into 1-inch cubes, 1 small red onion, sliced, 1 cup thinly sliced fresh basil leaves, 1 cup chopped fresh cilantro, ½ cup minced fresh mint leaves, 2  limes, juiced, 1 (4 ounce) package crumbled feta cheese, 3 tablespoons olive oil, 2 tablespoons balsamic vinegar, or more to taste,   salt and ground black pepper to taste",chilled seedless watermelon cut inch cube red onion thinly basil leaf cilantro mint leaf lime juiced crumbled feta cheese tablespoon olive oil tablespoon balsamic vinegar salt ground black pepper,https://www.allrecipes.com/recipe/222512/herb-watermelon-feta-salad/,https://www.allrecipes.com/thmb/1BR8gIPQAcDhR4ydhkXrAj-FjNc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4527045-da962325de534ed6b02542bb4fbfbbd2.jpg
Polynesian Watermelon Drink ('Otai),Drinks Recipes,"1  seedless watermelon, halved and sliced, 3 cups water, 1 (15.25 ounce) can crushed pineapple, 1 (12 fluid ounce) can evaporated milk, ½ cup shredded coconut, 2 tablespoons white sugar, or to taste, ½  lime, juiced",seedless watermelon halved cup water crushed pineapple fluid evaporated milk shredded coconut tablespoon white sugar lime juiced,https://www.allrecipes.com/recipe/222172/polynesian-watermelon-drink-otai/,https://www.allrecipes.com/thmb/xUHKbJSrgk0EoruEUDA7jzdwk-w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1228621-2ccb9fcfc4e2436696f29e2ff5414e57.jpg
"Summer Fruit Salad with a Lemon, Honey, and Mint Dressing",Salad,"4 cups cubed seeded watermelon, 2 cups sliced fresh strawberries, 2 large  fresh peaches, cut into cubes, 2 large  nectarines, cut into cubes, 1  red Anjou pear, cut into cubes, 1 cup seedless grapes, halved, 2  lemons, juiced, ¼ cup minced fresh mint (chocolate mint preferred), ½  lemon, zested, 1 tablespoon honey (fireweed honey preferred)",cup cubed seeded watermelon cup strawberry peach cut cube nectarine cut cube red anjou pear cut cube seedless grape halved lemon juiced mint chocolate mint preferred lemon zested honey fireweed honey preferred,https://www.allrecipes.com/recipe/228231/summer-fruit-salad-with-a-lemon-honey-and-mint-dressing/,https://www.allrecipes.com/thmb/P8ZElia8ILnp2sFPvQUKliqnyRk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1003504-faf9fb343b2d467bb143cef9f505b671.jpg
"100% Fruit ""Cake""",Salad,"1  seedless watermelon, 2 cups strawberries, hulled and sliced, 1  cantaloupe - seeded, peeled, and sliced (Optional), 1  fresh pineapple - peeled, cored, and sliced (Optional)",seedless watermelon cup strawberry hulled cantaloupe seeded peeled optional pineapple peeled cored optional,https://www.allrecipes.com/recipe/218890/100-fruit-cake/,https://www.allrecipes.com/thmb/8olVG1mHRF4Z4X8EtdYIuR93_tA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6448629-c860f205aa374a8db4d32fd7bce1255f.jpg
Watermelon Lime Agua Fresca,Drinks Recipes,"8 cups water, divided, 5 cups peeled, cubed, and seeded watermelon, ½ cup white sugar, or more to taste, ⅓ cup lime juice, or more to taste",cup water divided cup peeled cubed seeded watermelon white sugar lime juice,https://www.allrecipes.com/recipe/246117/watermelon-lime-agua-fresca/,https://www.allrecipes.com/thmb/s-4VmOHbQXLMlU3gzbUZVTRs-Lo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5472590-0a8182a4b4024c42a8e48c48bbf9483d.jpg
Watermelon Goat Cheese Salad,Trusted Brands: Recipes and Tips,"¼ cup extra-virgin olive oil, 2 tablespoons lemon juice, 2 tablespoons red wine vinegar, ¼ teaspoon salt,   Ground pepper, to taste, 4 cups spring mix, 4 cups seedless watermelon, diced, ½ (4 ounce) log Montchevre® honey goat cheese , ½ cup hazelnuts, chopped",extra virgin olive oil tablespoon lemon juice tablespoon red wine vinegar salt ground pepper cup spring mix cup seedless watermelon log montchevre honey goat cheese hazelnut,https://www.allrecipes.com/recipe/265185/watermelon-goat-cheese-salad/,https://www.allrecipes.com/thmb/Qbl--Dn-ObUjJh9tZTnZOyYlcXM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5455054-1c042d1444d94439a6239bd81349915c.jpg
Watermelon Fruit Bowl,Appetizers and Snacks,"1  large watermelon, 1  cantaloupe, halved and seeded, 1  honeydew melon, halved and seeded, 2 (15 ounce) cans mandarin oranges, drained, 2 (20 ounce) cans pineapple chunks, drained, 2 cups halved fresh strawberries, 2 cups seedless grapes , ½ cup water, ¼ cup white sugar, 2 tablespoons grated lemon zest",watermelon cantaloupe halved seeded honeydew melon halved seeded can mandarin orange drained can pineapple chunk drained cup halved strawberry cup seedless grape water white sugar tablespoon grated lemon zest,https://www.allrecipes.com/recipe/38521/watermelon-fruit-bowl/,https://www.allrecipes.com/thmb/UPMDTwJFuquwrxVyyXHdZBL2Ldk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/303776-9ff1f3275d774db9b6d2ebf3d690dc34.jpg
Watermelon and Cucumber Juice with a Spritz of Lime,Drinks Recipes,"½ (4 pound) watermelon, seeded and cubed, 4  cucumbers, trimmed and cut into chunks, 2  limes, juiced",watermelon seeded cubed cucumber trimmed cut chunk lime juiced,https://www.allrecipes.com/recipe/215519/watermelon-and-cucumber-juice-with-a-spritz-of-lime/,https://www.allrecipes.com/thmb/9k2TGleXGi36lzyNz3MmZb50QKQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7823064-3039e758f527401288673659239529dc.jpg
Heavenly Honeydew Juice,Cuisine,"1 (5 pound) honeydew melon, quartered and seeded, 2 cups ice cubes, 1 cup water, 3 tablespoons white sugar",honeydew melon quartered seeded cup ice cube water tablespoon white sugar,https://www.allrecipes.com/recipe/232448/heavenly-honeydew-juice/,https://www.allrecipes.com/thmb/9DlP30efJXIDc_IBm3AY7hQtiAU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2008368-95e7267d4756420fb450b12cdd29a4f5.jpg
Watermelon Summer Salad,Salad,"¾ cup halved, thinly sliced red onion, 1 tablespoon fresh lime juice, 1 ½ quarts seeded, cubed watermelon, ¾ cup crumbled feta cheese, ½ cup pitted black olive halves, 1 cup chopped fresh mint, 2 tablespoons olive oil",halved thinly red onion lime juice quart seeded cubed watermelon crumbled feta cheese pitted black olive half mint tablespoon olive oil,https://www.allrecipes.com/recipe/74824/watermelon-summer-salad/,https://www.allrecipes.com/thmb/A-9GQAkmbbQ1zuG3tC9wVtG-260=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1242185-watermelon-summer-salad-Tanni-Kitty-4x3-1-da9b1d62861e4b3685c0537d35bf257a.jpg
Cantaloupe Crunch,Desserts,"3 cups cubed cantaloupe, ½ cup white sugar, ⅓ cup lemon juice, 2 tablespoons unsalted butter, melted, 1 tablespoon all-purpose flour, ½ teaspoon vanilla extract, ½ teaspoon ground cinnamon, ¼ teaspoon ground nutmeg, 1 (15.25 ounce) package white cake mix, ½ cup unsalted butter, melted",cup cubed cantaloupe white sugar lemon juice tablespoon unsalted butter melted purpose flour vanilla extract ground cinnamon ground nutmeg white cake mix unsalted butter melted,https://www.allrecipes.com/recipe/89028/cantaloupe-crunch/,https://www.allrecipes.com/thmb/Pa09DH2hthK2zuEbgfeZ8IC2s9o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/448193-e27088dbbf894fb6b6aaf198e476a906.jpg
Chewy Watermelon Rind Candy,Desserts,"1  watermelon rind, peeled, 4 cups water, 4 cups white sugar, ½ cup spearmint leaves, coarsely chopped, 1 tablespoon dried sweet basil",watermelon rind peeled cup water cup white sugar spearmint leaf coarsely dried sweet basil,https://www.allrecipes.com/recipe/254421/chewy-watermelon-rind-candy/,https://www.allrecipes.com/thmb/kS0lLf59FxEsRyoJT9z88ZNO05U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5461089-a6078a87ebd74ff98eeba8acd02d8abc.jpg
Watermelon Margaritas,Drinks Recipes,"2 cups cubed seeded watermelon, 2 cups crushed ice, ⅓ cup tequila, ¼ cup white sugar, ¼ cup lime juice, 1 tablespoon vodka, 1 tablespoon orange liqueur ",cup cubed seeded watermelon cup crushed ice tequila white sugar lime juice vodka orange liqueur,https://www.allrecipes.com/recipe/257444/watermelon-margaritas/,https://www.allrecipes.com/thmb/t-Lg-F6E2TgUcBq1SORFxxWwU6I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4487369-99ac34317610445a9637fd48d63ab150.jpg
Watermelon Cooler Slushy,Drinks Recipes,"4 cups cubed seedless watermelon, 10  ice cubes, ⅓ cup fresh lime juice, ¼ cup white sugar, ⅛ teaspoon salt",cup cubed seedless watermelon ice cube lime juice white sugar salt,https://www.allrecipes.com/recipe/141371/watermelon-cooler-slushy/,https://www.allrecipes.com/thmb/nSNR9z9ZI8sJ89yzkIMoGAwL7Jc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/watermelon-cooler-slushy-4x3-1-2000-4938c16097054f4282181864a149a707.jpg
Quick Cantaloupe Juice,Drinks Recipes,"½  cantaloupe - peeled, seeded, and cubed, ¾ cup milk, 1 tablespoon white sugar",cantaloupe peeled seeded cubed milk white sugar,https://www.allrecipes.com/recipe/234301/quick-cantaloupe-juice/,https://www.allrecipes.com/thmb/vDdH4mEzUFiBCzqProbFmGEkgzQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2328228-6987e3251f414ab1958efb25a07f2806.jpg
Watermelon Rind Candy,Desserts,"2 ½ gallons water, 1 tablespoon salt, 2 gallons watermelon rind, white part only, cut into 1-inch cubes, 1 quart cider vinegar, 26 cups white sugar, divided, 28  whole cloves, 14 (3 inch) cinnamon stick",gallon water salt gallon watermelon rind white part cut inch cube quart cider vinegar cup white sugar divided whole clove inch cinnamon stick,https://www.allrecipes.com/recipe/168521/watermelon-rind-candy/,https://www.allrecipes.com/thmb/3meyZb4gFMKx1NIhYanopxt8puo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/461817-ac6b5ab2bdd84edbb4e4445580265c20.jpg
Agua Fresca,Cuisine,"1 ½ cups water, 3 slices cantaloupe, peeled and seeded, 6 tablespoons white sugar, 1 cup ice cubes",cup water slice cantaloupe peeled seeded tablespoon white sugar ice cube,https://www.allrecipes.com/recipe/230153/agua-fresca/,https://www.allrecipes.com/thmb/TiD-Hm1zuZSd2SuVu4Bj9cb13UU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/968743-cbb7407ec83a44e7acd996928f81fc6b.jpg
Watermelon-Cucumber Agua Fresca,Drinks Recipes,"4 cups cubed seeded watermelon, 2 ½ cups water, divided, 1 cup peeled, chopped cucumber, ¼ cup freshly squeezed lime juice, 1 tablespoon white sugar, 1 teaspoon chili-lime seasoning (such as Tajin®), 1 wedge fresh lime,   ice as needed, 4 slices watermelon, 4 slices  lime",cup cubed seeded watermelon cup water divided peeled cucumber freshly squeezed lime juice white sugar chili lime seasoning tajin wedge lime ice needed slice watermelon slice lime,https://www.allrecipes.com/recipe/285328/watermelon-cucumber-agua-fresca/,https://www.allrecipes.com/thmb/GliviBcU2AaXP6TeVKWeM4Vj-5M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9364527-9b63c00daf6c437cbe21f57aa6d4bf34.jpg
Watermelon and Strawberry Lemonade,Drinks Recipes,"8 cups cubed seeded watermelon, 1 cup fresh strawberries, halved, ½ cup fresh lemon juice, 1 cup white sugar, 2 cups water",cup cubed seeded watermelon strawberry halved lemon juice white sugar cup water,https://www.allrecipes.com/recipe/143452/watermelon-and-strawberry-lemonade/,https://www.allrecipes.com/thmb/oRyW4Ph9XjouCPhTAAqS-b5Gd14=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5500158-1c4d896279be408e899bbf4e32fb00d9.jpg
Cantaloupe Bread with Praline Glaze,Bread,"2 cups white sugar, 2 cups cantaloupe - peeled, seeded and pureed, 1 cup vegetable oil, 3 large eggs, 1 tablespoon vanilla extract, 3 cups all-purpose flour, 2 teaspoons ground cinnamon, 1 teaspoon baking soda, 1 teaspoon salt, ¾ teaspoon baking powder, ½ teaspoon ground ginger",cup white sugar cup cantaloupe peeled seeded pureed vegetable oil egg vanilla extract cup purpose flour teaspoon ground cinnamon baking soda salt baking powder ground ginger,https://www.allrecipes.com/recipe/22309/cantaloupe-bread-with-praline-glaze/,https://www.allrecipes.com/thmb/7SRda0dZW21XGekNnDYaYYbjpXU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Cantaloupe-Bread-with-Praline-Glaze-Tammy-Lynn-2000-ad6e8c4e6811469280837ff6378629a4.jpg
Watermelon Pie,Desserts,"1 (3 ounce) package watermelon flavored Jell-O®, ¼ cup water, 1 (12 ounce) container frozen whipped topping, thawed, 2 cups watermelon, 1 (9 inch) prepared graham cracker crust",watermelon flavored jell water whipped topping thawed cup watermelon inch prepared graham cracker crust,https://www.allrecipes.com/recipe/12340/watermelon-pie/,https://www.allrecipes.com/thmb/y2jsrZ57UMl-1Cn9tqEQaPI9LtY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2432578-c388f4c7eb554f8ea56d8422485a4606.jpg
Cantaloupe Pie I,Desserts,"1  cantaloupe, ½ cup white sugar, 8 tablespoons all-purpose flour, ¼ teaspoon salt, 3  egg yolks, 2 tablespoons water, 1 tablespoon butter, ¼ teaspoon butter flavored extract, 3  egg whites, ¼ teaspoon cream of tartar, 6 tablespoons white sugar, 1 (9 inch) pie crust, baked",cantaloupe white sugar tablespoon purpose flour salt egg yolk tablespoon water butter butter flavored extract egg white cream tartar tablespoon white sugar inch pie crust baked,https://www.allrecipes.com/recipe/12098/cantaloupe-pie-i/,https://www.allrecipes.com/thmb/4ysFi94Gbh3TCwsiXTv-RFHNnvM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5605391-f3b5c45dbc854872b8832d27f0389ab7.jpg
Avocado Watermelon Salad,Salad,"4 cups cubed watermelon, 4 cups fresh baby spinach, torn, 2 large avocados - peeled, pitted, and diced, ¼ cup walnut oil, ¼ cup olive oil, 1  lime, juiced, ½ teaspoon sweet paprika",cup cubed watermelon cup baby spinach torn avocado peeled pitted walnut oil olive oil lime juiced sweet paprika,https://www.allrecipes.com/recipe/242175/avocado-watermelon-salad/,https://www.allrecipes.com/thmb/oLk76XEDdhDoLqoUgPEg8rNgD0U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/image-23919b34b063462ab521a61b29d86b9a.jpeg
